customer_id,date_registered,username,gender,address,masked_address,email,masked_email,birthdate,residence,masked_residence,employer,job,age,age_group,salary,salary_range,credit_card_provider,credit_card_expire
c01bcc21-2dbf-4621-893d-587d90801d04,2021-06-01,patricia28,F,"43224 Derrick Mill
Port Michaelfort, MI 16472",*********************************************,randygordon@hotmail.com,***********************,26749,"24450 Sean Grove Apt. 051
Robinsonland, WA 26625",************************************************,"Jacobs, Manning and Welch",Magazine journalist,32,30-50,"$45,781.00",30K - 50K,JCB 16 digit,07/29
886a9f0b-a36d-475d-877f-b63420422209,2021-09-24,brittany56,M,"Unit 5594 Box 0559
DPO AA 08035",*******************************,dennisjulia@yahoo.com,*********************,19723,"1311 Rodriguez Parks
New Bradleyfurt, VA 04434",**********************************************,"Chapman, Rose and Walker",Statistician,26,21-30,"$124,826.00",Over 110K,Diners Club / Carte Blanche,08/29
9fdd5669-1dbd-416d-8f83-220c0c99d324,2020-07-31,carolynflowers,M,"749 Tiffany Knoll Suite 526
Edwardville, VA 91015",*************************************************,grace66@gmail.com,*****************,15458,"66084 Dickerson Loop Suite 491
Jeffreyview, MN 40856",****************************************************,Daniel-Rodriguez,Local government officer,18,18-21,"$41,535.00",30K - 50K,Maestro,07/27
2e647937-35eb-44b8-b80e-fa9460a3efa6,2022-02-18,brendansimon,F,"155 Little Ferry Apt. 835
North Maliktown, NE 93763",***************************************************,davidcunningham@yahoo.com,*************************,38185,"9443 Gonzalez Summit
East Cassandra, MD 59187",*********************************************,Phelps LLC,"Engineer, water",62,60+,"$188,952.00",Over 110K,Mastercard,10/27
48b80363-4ee9-460a-8427-8dba02eb975d,2020-09-18,danielellen,F,"196 Woodard Greens Suite 007
Calhounville, KS 91145",***************************************************,william98@yahoo.com,*******************,22275,"66637 Albert Islands
South James, IN 06884",******************************************,"Rodriguez, Fischer and Fernandez",Paramedic,22,21-30,"$242,726.00",Over 110K,JCB 16 digit,11/25
80d7979f-7467-4d3a-80ef-be00c0eb7676,2021-05-07,hollandjames,M,"2012 Thomas Skyway
North Kaylaport, LA 57137",********************************************,foliver@hotmail.com,*******************,19102,"768 Webb Cliff Suite 272
Maloneton, GA 30997",********************************************,"Bailey, Stevenson and Johnson",Financial trader,41,30-50,"$31,750.00",30K - 50K,VISA 16 digit,03/26
d7e0faef-f1c9-4447-b2df-6de6d7cf4260,2022-02-18,toddnewman,F,"60303 Anthony Springs
South Hannahborough, WI 06855",***************************************************,dwatson@hotmail.com,*******************,30997,"105 Gabriella Keys Apt. 942
Fergusonton, ME 46239",*************************************************,Villegas Ltd,Science writer,46,30-50,"$21,438.00",Under 30K,VISA 16 digit,02/31
e7f31b0c-d95b-443a-9b05-d713e9ef8ebb,2019-10-17,jon35,M,"983 Jensen Extensions Apt. 699
Haleyland, MN 94218",**************************************************,perezmatthew@gmail.com,**********************,35549,"7077 Wilson Vista
Jameshaven, OR 25055",**************************************,"Dawson, Davis and King","Engineer, technical sales",41,30-50,"$25,365.00",Under 30K,Mastercard,08/30
70c91ca4-3d9e-4b77-885b-3e77015dd6a0,2021-09-30,vblake,M,"Unit 2793 Box 8710
DPO AP 25052",*******************************,fbrown@gmail.com,****************,26383,"4877 Armstrong Greens
West Monicaton, NE 22237",**********************************************,Carter-Gray,"Geneticist, molecular",64,60+,"$106,094.00",90K - 110K,JCB 16 digit,10/26
25408b35-2c55-4bfb-8e16-af8aef8dab5c,2020-09-30,hcarr,M,"016 Fisher Springs Suite 968
Lake Carla, WY 09390",*************************************************,xavierwilson@gmail.com,**********************,31120,"79922 Dunlap Mission
Kylemouth, OR 55780",****************************************,King Group,"Engineer, communications",61,60+,"$132,230.00",Over 110K,American Express,04/25
c8be4290-28e5-4373-a0ae-cdc2e413d39e,2020-03-20,michael50,F,"749 Pamela Mount Apt. 290
Colleenfort, MT 15404",***********************************************,timothypatterson@gmail.com,**************************,10804,"244 Becker Row
Johnchester, MA 64301",************************************,"Hill, West and Watson",Materials engineer,45,30-50,"$199,065.00",Over 110K,VISA 16 digit,07/22
78d6a419-59dc-42ce-82b4-6890f9495770,2022-04-01,jacobhill,M,"4107 Cole Flat Suite 354
Masonhaven, NE 01523",*********************************************,mckaygary@yahoo.com,*******************,10186,"660 Brian Lodge
Floydberg, OR 31248",***********************************,Hicks-Hendricks,Games developer,20,18-21,"$56,191.00",50K - 70K,Mastercard,02/29
9a31c3cc-9e4f-4302-9353-7d8a930d6070,2021-01-20,jimenezdaniel,F,"2135 Benjamin Ridges Apt. 688
Lake Brittanymouth, AK 90172",**********************************************************,craig59@gmail.com,*****************,42674,"828 Cooke Underpass Apt. 240
Youngshire, VT 82963",*************************************************,Gibson PLC,Exhibition designer,36,30-50,"$84,035.00",70K - 90K,VISA 16 digit,04/26
e8aac636-0de0-4242-9d34-ec3ebba4eb3c,2022-03-31,lori03,M,"7735 Johnson Hill
North Jason, MD 93481",***************************************,casey05@hotmail.com,*******************,30604,"97157 Cohen Lodge Apt. 386
Jeffland, WV 82979",*********************************************,"Mason, Nixon and Meyer",Clinical embryologist,63,60+,"$64,632.00",50K - 70K,JCB 15 digit,06/31
d789cb77-4592-452b-86d6-eaf1711c9495,2019-07-29,sandra42,M,"5523 Dustin Radial
Lake Erik, MI 10685",**************************************,margaret78@gmail.com,********************,16020,"236 Stephen Haven Apt. 939
North Ashleyborough, OH 94924",********************************************************,Harris-Jackson,"Engineer, chemical",57,50-60,"$157,449.00",Over 110K,JCB 16 digit,05/27
61ef0b1c-1f41-4333-b772-92f7a79b2dc0,2021-09-03,coxcorey,M,"8431 Hill Junction
South Kevin, TN 30985",****************************************,vaughnkristen@gmail.com,***********************,26805,"7626 Dustin Circles
Johnsonside, ME 14204",*****************************************,Rojas-Christian,"Engineer, civil (contracting)",54,50-60,"$25,197.00",Under 30K,VISA 19 digit,10/31
c22cb613-4b52-4b21-9f0f-be78bf7a2034,2022-01-31,erikdavis,M,"19542 Lisa Isle
West Joseph, AR 46658",*************************************,susan36@yahoo.com,*****************,15208,"181 Solomon Port Suite 334
Michaelport, WY 24038",************************************************,Gonzalez and Sons,Insurance account manager,46,30-50,"$40,826.00",30K - 50K,Diners Club / Carte Blanche,01/30
039d6115-45e5-494c-aef3-e06890707dda,2020-04-11,guerrajessica,F,"8937 Hunter Forges
South Josephburgh, MO 70345",**********************************************,kimberly33@yahoo.com,********************,35275,"037 Shah Flat Apt. 358
Johnsontown, TN 58206",********************************************,Clay PLC,"Designer, jewellery",46,30-50,"$29,330.00",Under 30K,American Express,12/24
f7a848be-2e7a-4568-bfcd-240124936a38,2021-03-02,melissa58,F,"2308 Forbes Orchard Apt. 976
Reedchester, DE 95011",**************************************************,rebekah26@hotmail.com,*********************,43415,"27070 Shelby Avenue Apt. 005
Lake Richardshire, ND 06916",********************************************************,Walters-Knight,"Designer, textile",44,30-50,"$53,155.00",50K - 70K,VISA 16 digit,10/30
6e7a1bb9-942a-4b1c-8d59-e4041b515b11,2020-05-19,herringpeter,F,"3188 James Corners
Kimland, WV 54231",************************************,blanchardpamela@yahoo.com,*************************,40573,"USS Brown
FPO AE 32473",**********************,Mayer-Hurley,Personal assistant,42,30-50,"$118,939.00",Over 110K,American Express,07/27
3b4022d7-61ea-45b8-8c2c-dec905e79b09,2019-12-13,stacey25,F,"USNS Everett
FPO AE 56610",*************************,shawn03@yahoo.com,*****************,34995,"258 Sarah Parkways Apt. 944
East Prestonmouth, CO 43681",*******************************************************,House-Dean,Drilling engineer,44,30-50,"$228,029.00",Over 110K,JCB 15 digit,04/28
a83c87e2-dac4-445f-95a6-34f24a0540ad,2021-06-29,carteradam,F,"77750 Hayes Parks Apt. 724
Wilsonburgh, TX 85010",************************************************,johnhopkins@hotmail.com,***********************,44261,"99399 Cindy Parks Apt. 182
Martinville, AK 61875",************************************************,Thompson Group,Sports therapist,39,30-50,"$72,068.00",70K - 90K,VISA 13 digit,08/24
f39a1fa9-84e0-48d6-9fdd-06a2d424ba36,2021-07-28,blakeparrish,M,"166 Williams Burgs
Anthonyton, WV 46312",***************************************,dianamyers@gmail.com,********************,11237,"4323 Ingram Cliff
North Jeremy, NC 24993",****************************************,Nguyen-Johnson,Armed forces technical officer,51,50-60,"$20,239.00",Under 30K,American Express,05/28
87086810-c313-41b4-9f88-c9e0f6d01c43,2019-12-19,jacquelinewilliamson,M,"5811 Richard Burg
Michellefort, WI 56876",****************************************,baileyronald@yahoo.com,**********************,23353,"146 April Center
North Cassandramouth, MT 50505",***********************************************,Berry Inc,"Lecturer, higher education",37,30-50,"$82,471.00",70K - 90K,Diners Club / Carte Blanche,02/31
6634a9db-8a87-46f2-b0a9-afe686db9391,2019-09-05,mccarthyrobert,F,"15576 Luis Alley Suite 718
West Denise, HI 52128",************************************************,floyddavid@hotmail.com,**********************,43254,"9965 Rowe Lock Suite 428
Harperside, HI 13647",*********************************************,Arnold-Mcgee,Water quality scientist,41,30-50,"$81,189.00",70K - 90K,JCB 16 digit,10/27
c5433037-9b0b-4419-9a3e-12f6fdb6346c,2021-05-15,xbradley,F,"1636 Roy Place Apt. 099
Lake Ryanberg, CA 69589",***********************************************,oscar40@hotmail.com,*******************,24521,"Unit 2793 Box 3933
DPO AE 64899",*******************************,"Nguyen, Allen and Mclaughlin",Museum/gallery exhibitions officer,41,30-50,"$163,820.00",Over 110K,Diners Club / Carte Blanche,12/30
a6cd85c0-216f-400b-b7bf-feb768ffe88a,2020-09-10,hayleydean,F,"601 Christine Hill Apt. 240
South Marilyntown, AL 33916",*******************************************************,jameshartman@yahoo.com,**********************,32766,"1654 James Glen Apt. 093
South Melissatown, OR 44062",****************************************************,"Jackson, Padilla and Santiago","Surveyor, planning and development",58,50-60,"$183,376.00",Over 110K,Discover,04/26
c0ba71d0-2d79-42be-9357-d9438c6cc1cf,2021-08-12,ybutler,F,"2330 Katie Center Apt. 751
Jessicaland, ME 44533",************************************************,brandon15@yahoo.com,*******************,2797,"744 Strickland Lake
East Joshua, KS 46681",*****************************************,Kim-Wilson,"Therapist, art",42,30-50,"$186,243.00",Over 110K,VISA 13 digit,05/23
67f5d88f-6986-4336-bc2f-d277af788c5b,2021-10-06,lauren64,M,"868 Melanie Plaza
Allisonshire, WY 69623",****************************************,mccartyamanda@yahoo.com,***********************,19518,"05392 Kimberly Mall Apt. 763
East Colleen, KS 38410",***************************************************,"Mccarthy, Jackson and Shepherd",Claims inspector/assessor,60,60+,"$90,539.00",90K - 110K,Mastercard,10/30
23061a55-7d01-4872-80a2-8a69f362a7ec,2022-01-21,stacey54,M,"694 Peterson Rapid
Port Ashleystad, HI 61668",********************************************,sherrymorrow@hotmail.com,************************,15158,"PSC 2868, Box 9583
APO AE 98559",*******************************,Carlson-Pittman,IT consultant,61,60+,"$206,245.00",Over 110K,Maestro,10/27
8de37534-99c7-49f8-895c-ff9ff1e9c889,2021-01-28,virginia36,M,"USNS Smith
FPO AA 05790",***********************,medinatammy@yahoo.com,*********************,7297,"7788 Fred Throughway Suite 697
Chrisstad, TX 41369",**************************************************,"Reyes, Johnson and Cooper",Dispensing optician,27,21-30,"$130,644.00",Over 110K,Discover,10/22
c5b4a175-c314-4255-984e-d44be0550d20,2019-09-27,scottmatthew,M,"375 Jones Bypass Apt. 491
South Sharon, AR 81456",************************************************,clinejohn@gmail.com,*******************,9516,"8334 Rodney Walk
Colleenland, NM 73437",**************************************,Bates-Trujillo,"Conservator, furniture",35,30-50,"$208,532.00",Over 110K,Mastercard,02/23
8537113f-fa9f-4d08-a492-841cfed52318,2022-04-09,swoods,M,"471 Victoria Spurs Suite 407
East Justinmouth, CT 74021",*******************************************************,jessicastark@gmail.com,**********************,25585,"39501 Boyd Vista Apt. 147
South Juliefurt, FL 31117",***************************************************,"Vaughn, Rogers and Johnston",Systems developer,22,21-30,"$133,017.00",Over 110K,Diners Club / Carte Blanche,05/32
87a6d363-4324-413f-a342-538b1234e991,2022-06-16,lisa80,F,"539 Chapman Ridges Apt. 754
Stevenshaven, GA 42554",**************************************************,tpierce@yahoo.com,*****************,9258,"526 William Vista
Paulaview, SD 88162",*************************************,Hall-Hansen,"Engineer, civil (consulting)",59,50-60,"$86,626.00",70K - 90K,American Express,02/31
a6583a99-39fc-47c8-b6c7-ec066628e321,2022-01-11,daniellemoran,F,"76468 Hansen Mission Suite 669
North Briannamouth, OR 21775",***********************************************************,omcguire@hotmail.com,********************,40351,"969 Collins Lodge
North Tina, NH 23320",**************************************,Mccann LLC,Agricultural engineer,21,21-30,"$185,113.00",Over 110K,VISA 19 digit,06/32
a6c9999c-550b-44f5-854a-3effe03f38dc,2020-09-16,pgriffin,M,"11385 Stark Roads Apt. 220
Port Nicolefurt, WI 09522",****************************************************,joseph00@hotmail.com,********************,8274,"Unit 2077 Box 8497
DPO AA 28900",*******************************,Newman-Fischer,"Engineer, chemical",24,21-30,"$56,069.00",50K - 70K,Mastercard,10/28
43bb71bc-e600-4a4a-8fd0-ae51a9e798fa,2021-10-29,turnerangela,M,"5068 Monica Way
North Heather, OR 65200",***************************************,jenkinswilliam@hotmail.com,**************************,9164,"9583 Daniel Station Suite 634
Port Christopherfort, RI 47004",************************************************************,"Collins, Martin and Walker",Immunologist,35,30-50,"$177,866.00",Over 110K,VISA 13 digit,05/27
25d1cfad-32e7-4d86-ac11-0c6286d5fe1a,2021-02-04,sgray,M,"346 Carol Vista
West Vanessa, DC 38792",**************************************,xfarrell@yahoo.com,******************,5986,"440 White Dale
Hancockmouth, FL 25302",*************************************,Barnes LLC,"Scientist, research (life sciences)",30,30-50,"$193,542.00",Over 110K,Discover,12/22
f661d221-825b-4e5f-b7b5-dbbf2b97e6c1,2021-07-18,martinjennifer,F,"74548 Justin Harbor
North Christinahaven, TN 57733",**************************************************,harperbrett@yahoo.com,*********************,44048,"55902 Scott Fort Apt. 900
East Codytown, AZ 34790",*************************************************,"King, Mason and Allen",Archaeologist,52,50-60,"$40,432.00",30K - 50K,Diners Club / Carte Blanche,04/30
825682ae-a291-4597-b134-bbada07307ac,2020-02-27,mosskimberly,M,"2406 Angela Trace Apt. 260
Timothyfort, RI 93604",************************************************,greg80@yahoo.com,****************,2613,"59583 David Trace Suite 447
New Matthew, NY 47331",*************************************************,Cain and Sons,"Producer, radio",31,30-50,"$53,088.00",50K - 70K,American Express,08/26
a10fdca2-5a2f-4bd0-ba81-88dcc0b79e7c,2019-11-13,fritzkatelyn,M,"48933 Mary Dam Suite 872
Andersonton, FL 19593",**********************************************,johnsondavid@yahoo.com,**********************,34733,"29604 James Mission Suite 953
Port Brianstad, AL 03494",******************************************************,"Bullock, Davis and Nelson",Furniture conservator/restorer,27,21-30,"$192,228.00",Over 110K,JCB 16 digit,08/25
5f6e77f1-3515-4106-b947-d17340f95d7c,2019-07-17,sarahbennett,M,"PSC 4829, Box 2010
APO AP 12146",*******************************,jessicawolf@hotmail.com,***********************,40647,"7897 Middleton Trail Suite 706
East Jason, WV 81374",***************************************************,"Webster, Phillips and Watson",Tour manager,59,50-60,"$170,990.00",Over 110K,Diners Club / Carte Blanche,05/24
6b1bbfd9-6787-4461-b0aa-7be763e5ec3a,2020-02-01,shelbygilbert,M,"14058 Wendy Grove
Dylanborough, MD 65319",****************************************,seanjenkins@hotmail.com,***********************,9005,"65940 Flores Ways
Alexandriaville, TX 31289",*******************************************,Lambert PLC,Bonds trader,28,21-30,"$178,458.00",Over 110K,Mastercard,10/27
f4e710e9-d085-4ec5-859a-cf3234bb1ba5,2020-04-28,justinkim,M,"726 Jones Plains
South Maureenfurt, IL 65188",********************************************,yhughes@hotmail.com,*******************,10186,"4095 Gary Road
North Tara, IA 35838",***********************************,Martinez-Stone,"Development worker, community",35,30-50,"$30,555.00",30K - 50K,Discover,11/26
11595331-1a4a-4bd0-8116-8842011c195f,2021-05-16,krodriguez,F,"88878 Cochran Hills
Christopherborough, NV 15137",************************************************,cynthia20@hotmail.com,*********************,9439,"2583 Thomas Roads Apt. 371
North Mary, UT 00738",***********************************************,Lane-Gardner,Financial controller,32,30-50,"$85,056.00",70K - 90K,JCB 16 digit,07/30
